"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'Б0052962";"105162756";"298048611";"4210201320074";"Электрическая зубная щетка ORAL-B Vitality Kids D100.413.2K Spiderman ""человек-паук""";"'90";"Oral-B";"Готов к продаже";"59";"'4.80";"Показывается";;"2021-08-02 07:38:38";"Электронные товары для красоты и здоровья";"'1.32";"'0.3";"0";"0";"0";"0";"0";"0";"4585.00";"6450.00";;;;"20%"
"'Б0052959";"105163124";"297681101";"4210201241317";"Электрическая зубная щетка Oral-B Vitality Kids D100.413.2K Frozen голубая для детей. 1 насадка для зубной щетки Oral-B в комплекте";"'90";"Oral-B";"Готов к продаже";"59";"'4.80";"Показывается";;"2021-08-02 07:43:41";"Электронные товары для красоты и здоровья";"'1.32";"'0.3";"0";"0";"0";"0";"0";"0";"4585.00";"5940.00";;;;"20%"
"'Б0052971";"105166724";"297692385";"4210201347163";"Насадки для электрической зубной щетки Oral-B 3D White CleanMaximiser, 2 шт., для отбеливания";"'65";"Oral-B";"Продается";"36";"'5.00";"Показывается";;"2021-08-02 08:16:17";"Аксессуары для электроники";"'0.26";"'0.1";"13";"0";"0";"0";"0";"0";"1660.00";"2230.00";;;;"20%"
"'Б0052976";"105166741";"297718225";"4210201360704";"Насадки для электрической зубной щетки Oral-B EB20RB Precision Clean 4 шт";"'100";"Oral-B";"Продается";"8";"'0.00";"Показывается";;"2021-08-02 08:16:51";"Аксессуары для электроники";"'0.26";"'0.1";"78";"0";"0";"0";"0";"0";"2935.00";"4070.00";;;;"20%"
"'Б0052979";"105166798";"297693029";"4210201355458";"Насадки для электрической зубной щетки Oral-B Сross Action CleanMaximiser Black для электрической зубной щетки, 2 шт., для тщательного удаления налета";"'57.5";"Oral-B";"Продается";"55";"'4.50";"Показывается";;"2021-08-02 08:17:56";"Аксессуары для электроники";"'0.26";"'0.1";"15";"0";"0";"0";"0";"0";"1660.00";"2510.00";;;;"20%"
"'Б0052984";"105166845";"297693835";"4210201176534";"Насадки для электрической зубной щетки Oral-B EB60 Sensitive Clean 2 шт";"'100";"Oral-B";"Продается";"52";"'4.90";"Показывается";;"2021-08-02 08:18:37";"Аксессуары для электроники";"'0.26";"'0.1";"21";"0";"0";"0";"0";"0";"1665.00";"2180.00";;;;"20%"
"'Б0052980";"105167602";"297717931";"4210201355823";"Насадки для электрической зубной щетки Oral-B Сross Action CleanMaximiser Black для электрической зубной щетки, 4 шт., для тщательного удаления налета";"'100";"Oral-B";"Продается";"55";"'4.50";"Показывается";;"2021-08-02 08:27:47";"Аксессуары для электроники";"'0.26";"'0.1";"12";"0";"0";"0";"0";"0";"2425.00";"3660.00";;;;"20%"
"'Б0052972";"105168476";"297718501";"4210201358671";"Насадки для электрической зубной щетки Oral-B 3D White CleanMaximiser, 4 шт., для отбеливания";"'75";"Oral-B";"Продается";"29";"'5.00";"Показывается";;"2021-08-02 08:30:42";"Аксессуары для электроники";"'0.26";"'0.1";"8";"0";"0";"0";"0";"0";"2435.00";"3280.00";;;;"20%"
"'Б0052977";"105171012";"297718642";"4210201321798";"Насадки для электрической зубной щетки Oral-B EB20RB Precision Clean 6 шт";"'100";"Oral-B";"Продается";"18";"'5.00";"Показывается";;"2021-08-02 08:46:37";"Аксессуары для электроники";"'0.40";"'0.1";"30";"0";"0";"0";"0";"0";"3915.00";"5430.00";;;;"20%"
"'Б0052981";"105185490";"297705454";"4210201353270";"Насадки для электрической зубной щетки Oral-B EB50RB Cross Action 2 шт";"'100";"Oral-B";"Продается";"141";"'4.80";"Показывается";;"2021-08-02 09:07:53";"Аксессуары для электроники";"'0.26";"'0.1";"8";"0";"0";"256";"0";"0";"1660.00";"2200.00";;;;"20%"
"'Б0052969";"105192234";"297722749";"4210201383802";"Насадки для электрической зубной щетки Oral-B Kids EB10S 2K Frozenll 2 шт";"'70";"Oral-B";"Продается";"3";"'0.00";"Показывается";;"2021-08-02 09:13:07";"Аксессуары для электроники";"'0.26";"'0.1";"17";"0";"0";"0";"0";"0";"2140.00";"2960.00";;;;"20%"
"'Б0052974";"105192762";"297708003";"4210201391517";"Насадки для электрической зубной щетки Oral-B EB20CH Pure Clean Charcoal 4 шт с древесным углем";"'37.5";"Oral-B";"Продается";"3";"'5.00";"Показывается";;"2021-08-02 09:14:03";"Аксессуары для электроники";"'0.26";"'0.1";"6";"0";"0";"0";"0";"0";"2920.00";"3880.00";;;;"20%"
"'Б0048643";"113871291";"305491462";"4210201319443";"Насадка-щеточка для очищения лица EasyClick для электробритв Braun Series 5, 6, 7 (81727356), черный";"'30";"Braun";"Продается";"4";"'4.50";"Показывается";;"2021-08-18 08:42:56";"Аксессуары для электроники";"'0.52";"'0.1";"3";"0";"0";"0";"0";"0";"4060.00";"5710.00";;;;"20%"
"'Б0052982";"116160184";"309631235";"4210201354802";"Насадки для электрической зубной щетки Oral-B EB50RB Cross Action 4 шт";"'100";"Oral-B";"Продается";"141";"'4.80";"Показывается";;"2021-08-26 11:48:15";"Аксессуары для электроники";"'0.26";"'0.1";"14";"0";"1";"417";"0";"0";"2435.00";"3240.00";;;;"20%"
"'Б0052970";"116160560";"309631791";"4210201388555";"Насадки для электрической зубной щетки Oral-B Kids EB10S 2K Spiderman 2 шт";"'80";"Oral-B";"Продается";"7";"'5.00";"Показывается";;"2021-08-26 11:49:43";"Аксессуары для электроники";"'0.26";"'0.1";"16";"0";"0";"0";"0";"0";"2080.00";"2920.00";;;;"20%"
"'Б0052975";"116165498";"309642285";"4210201399407";"Насадки для электрической зубной щетки Oral-B EB20RB Precision Clean 2 шт";"'100";"Oral-B";"Продается";"19";"'2.80";"Показывается";;"2021-08-26 12:14:20";"Аксессуары для электроники";"'0.26";"'0.1";"46";"0";"0";"0";"0";"0";"2065.00";"2860.00";;;;"20%"
"'Б0052952";"117207029";"311499248";"4210201363347";"Электрическая зубная щетка Oral-B iO 9 Black Onyx, 7 режимов, взрослая, с датчиком давления";"'100";"Oral-B";"Продается";"80";"'4.50";"Показывается";;"2021-08-30 12:25:12";"Электронные товары для красоты и здоровья";"'4.54";"'1.0";"8";"0";"0";"16";"16";"0";"33280.00";"49900.00";;;;"20%"
"'Б0052949";"117259835";"311900035";"4210201363323";"Электрическая зубная щетка Braun Oral-B iO 9 White Alabaster";"'77.5";"Oral-B";"Готов к продаже";"1";"'5.00";"Показывается";;"2021-08-30 12:51:25";"Электронные товары для красоты и здоровья";"'4.54";"'1.0";"0";"0";"0";"0";"0";"0";"40230.00";"60990.00";;;;"20%"
"'Б0052950";"117264474";"311536452";"4210201362982";"Электрическая зубная щетка Oral-B iO 7 White Alabaster";"'100";"Oral-B";"Продается";"44";"'4.70";"Показывается";;"2021-08-30 13:12:11";"Электронные товары для красоты и здоровья";"'4.54";"'1.2";"13";"0";"0";"8";"8";"0";"24220.00";"34100.00";;;;"20%"
"'Б0052951";"117267955";"311545649";"4210201363064";"Электрическая зубная щетка Oral-B iO 8 White Alabaster , 6 режимов, взрослая, с датчиком давления";"'55";"Oral-B";"Готов к продаже";"17";"'0.00";"Показывается";;"2021-08-30 13:23:55";"Электронные товары для красоты и здоровья";"'4.68";"'0.9";"0";"0";"0";"0";"0";"0";"30420.00";"52990.00";;;;"20%"
"'Б0052966";"117283513";"311593436";"4210201342847";"Насадки для электрической зубной щетки Oral-B iO Ultimate Clean White, 2 шт. (для серии iO)";"'75";"Oral-B";"Продается";"20";"'5.00";"Показывается";;"2021-08-30 14:28:29";"Аксессуары для электроники";"'0.32";"'0.1";"17";"0";"0";"0";"0";"0";"3805.00";"5350.00";;;;"20%"
"'Б0052967";"117283635";"311595925";"4210201319832";"Насадки для электрической зубной щетки Oral-B iO Ultimate Clean Black, 2 шт. (для серии iO)";"'75";"Oral-B";"Продается";"30";"'4.60";"Показывается";;"2021-08-30 14:30:07";"Аксессуары для электроники";"'0.32";"'0.1";"11";"0";"0";"0";"0";"0";"3505.00";"4930.00";;;;"20%"
"'Б0052948";"120840445";"317078751";"4210201363262";"Электрическая зубная щетка Braun Oral-B iO 8 Violet Ametrine, 6 режимов, с датчиком давления";"'40";"Braun";"Готов к продаже";"0";"'0.00";"Показывается";;"2021-09-08 07:49:49";"Электронные товары для красоты и здоровья";"'4.54";"'1.2";"0";"0";"0";"0";"0";"0";"17020.00";"52990.00";;;;"20%"
"'81634460";"136734766";"344140208";"2005675201002";"Бреющая головка для триммера Braun 5515/5541/5544";"'30";"Braun";"Готов к продаже";"17";"'3.20";"Показывается";;"2021-10-08 12:50:55";"Аксессуары для электроники";"'1.00";"'0.2";"0";"0";"0";"0";"0";"0";"5100.00";"7600.00";;;;"20%"
"'81739995";"136735106";"344141547";"2005666895005";"Футляр для насадок зубной щетки Oral-B серии iO, черный";"'25";"Oral-B";"Продается";"3";"'5.00";"Показывается";;"2021-10-08 12:52:24";"Аксессуары для электроники";"'0.16";"'0.1";"0";"0";"0";"4";"0";"0";"2025.00";"3490.00";;;;"20%"
"'81739996";"136736482";"344142664";"2005667174000";"Футляр для насадок зубной щетки Oral-B серии iO, белый";"'25";"Oral-B";"Продается";"7";"'5.00";"Показывается";;"2021-10-08 12:53:40";"Аксессуары для электроники";"'1.86";"'0.4";"4";"0";"0";"15";"0";"0";"1815.00";"3490.00";;;;"20%"
"'81740000";"136738769";"344145250";"2005669612005";"Зарядный чехол для зубных щеток Oral-B, серия iO, черный";"'25";"Oral-B";"Продается";"0";"'0.00";"Показывается";;"2021-10-08 12:56:25";"Аксессуары для электроники";"'1.50";"'0.3";"0";"0";"0";"3";"3";"0";"5915.00";"8490.00";;;;"20%"
"'81740001";"136738901";"344145609";"2005670040002";"Чехол для зубных щеток Oral-B, серия iO, белый";"'25";"Oral-B";"Готов к продаже";"3";"'0.00";"Показывается";;"2021-10-08 12:57:02";"Аксессуары для электроники";"'1.00";"'0.2";"0";"0";"0";"0";"0";"0";"2690.00";"4990.00";;;;"20%"
"'81756198";"136739508";"344147707";"2005672220006";"Чехол для зубных щеток Oral-B, серия iO, серый";"'25";"Oral-B";"Готов к продаже";"1";"'0.00";"Показывается";;"2021-10-08 13:00:00";"Аксессуары для электроники";"'1.50";"'0.3";"0";"0";"0";"0";"0";"0";"3770.00";"5620.00";;;;"20%"
"'Б0053512";"140131690";"349599310";"4210201400448";"Триммер электрический для бороды и усов Braun OneTool XT5100";"'100";"Braun";"Продается";"225";"'4.90";"Показывается";;"2021-10-13 11:50:08";"Электронные товары для красоты и здоровья";"'1.57";"'0.3";"5";"0";"0";"11";"11";"0";"6840.00";"9900.00";;;;"20%"
"'Б0054553";"148088394";"363310277";"4210201410171";"Электрическая зубная щетка Oral-B iO 6 Black Lava, черный цвет. 1 насадка для зубной щетки Oral-B в комплекте";"'100";"Oral-B";"Продается";"80";"'4.50";"Показывается";;"2021-10-26 07:53:45";"Электронные товары для красоты и здоровья";"'3.67";"'0.7";"7";"0";"0";"17";"17";"0";"19760.00";"36990.00";;;;"20%"
"'0X22111347";"207444393";"462864885";"8021098774866";"Погружной блендер Braun Multiquick 5V MQ5277";"'52.5";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-01-10 14:10:04";"Электронная кухонная техника";"'26.62";"'5.3";"1";"0";"0";"0";"0";"0";"14690.00";"19580.00";;;;"20%"
"'BR67050144";"208395121";"464366015";"2000000190211";"Редуктор чаши НС (350 мл) для блендера Braun белый";"'25";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-01-11 14:08:29";"Аксессуары для электроники";"'1.94";"'0.4";"0";"0";"0";"2";"0";"0";"1925.00";"2700.00";;;;"20%"
"'7322111264";"208395465";"464368270";"2000000190228";"Крышка-редуктор чаши для блендера Braun (350 мл) чёрный";"'40";"Braun";"Не продается";"0";"'0.00";"Скрыт";"Отсутствуют документы качества";"2022-01-11 14:09:22";"Аксессуары для электроники";"'1.94";"'0.4";"0";"0";"0";"7";"0";"0";"1775.00";"2640.00";;;;"20%"
"'7322115434";"208395828";"464368478";"2000000190983";"Редуктор чаши HC для блендера MQ90**, MQ70** (4200/HB701) черный";"'85";"Braun";"Готов к продаже";"6";"'5.00";"Показывается";;"2022-01-11 14:10:14";"Аксессуары для электроники";"'1.94";"'0.4";"0";"0";"0";"0";"0";"0";"1605.00";"2290.00";;;;"20%"
"'Б0055835";"210355738";"467260596";"4210201411512";"Электрическая зубная щетка Oral-B iO 9 DUO Black Onyx, Rose Quartz";"'87.5";"Oral-B";"Готов к продаже";"5";"'0.00";"Показывается";;"2022-01-14 11:21:37";"Электронные товары для красоты и здоровья";"'4.54";"'1.2";"0";"0";"0";"0";"0";"0";"65430.00";"81780.00";;;;"20%"
"'Б0055832";"210374305";"467261359";"4210201378143";"Электрическая зубная щетка Oral-B iO 6 Pink Sand, розовый песок. 1 насадка для зубной щетки Oral-B в комплекте";"'75";"Oral-B";"Готов к продаже";"3";"'5.00";"Показывается";;"2022-01-14 11:37:15";"Электронные товары для красоты и здоровья";"'4.54";"'0.9";"0";"0";"0";"0";"0";"0";"23320.00";"36990.00";;;;"20%"
"'Б0055833";"210393591";"467279954";"4210201378471";"Электрическая зубная щетка Oral-B iO 6 DUO White, Pink Sand";"'75";"Oral-B";"Готов к продаже";"5";"'0.00";"Показывается";;"2022-01-14 11:55:50";"Электронные товары для красоты и здоровья";"'3.83";"'0.8";"0";"0";"0";"0";"0";"0";"29020.00";"42990.00";;;;"20%"
"'Б0055834";"210395843";"467283949";"4210201410195";"Электрическая зубная щетка Oral-B iO 6 DUO Black Lava, Pink Sand";"'62.5";"Oral-B";"Готов к продаже";"2";"'5.00";"Показывается";;"2022-01-14 12:04:30";"Электронные товары для красоты и здоровья";"'4.54";"'1.2";"0";"0";"0";"0";"0";"0";"34070.00";"53220.00";;;;"20%"
"'Б0053500";"214492042";"473585980";"4210201404248";"Сменное лезвие для триммера Braun XT10";"'32.5";"Braun";"Продается";"27";"'4.70";"Показывается";;"2022-01-21 13:50:38";"Аксессуары для электроники";"'0.19";"'0.1";"10";"0";"0";"0";"0";"0";"2800.00";"3930.00";;;;"20%"
"'81634459";"221323276";"483962826";"2000000192604";"Насадка - точный триммер для триммеров Braun MGK3040-3080, BT5040-7040, MGK 5080-7021";"'25";"Braun";"Готов к продаже";"7";"'3.00";"Показывается";;"2022-01-31 13:15:54";"Аксессуары для электроники";"'0.06";"'0.1";"0";"0";"0";"0";"0";"0";"2955.00";"4470.00";;;;"20%"
"'81634458";"221364905";"484042134";"2000000192611";"Насадка для носа и ушей для триммеров BRAUN MGK3020-3080, MGK5045-5060, MGK 5080-7021";"'25";"Braun";"Продается";"13";"'5.00";"Показывается";;"2022-01-31 13:51:49";"Аксессуары для электроники";"'0.06";"'0.1";"2";"0";"0";"7";"0";"0";"2525.00";"3650.00";;;;"20%"
"'7322111274";"221365424";"484043734";"2000000192659";"Редуктор измельчителя MQ70 для блендера Braun";"'72.5";"Braun";"Готов к продаже";"0";"'0.00";"Показывается";;"2022-01-31 13:53:19";"Аксессуары для электроники";"'6.40";"'1.3";"0";"0";"0";"0";"0";"0";"7045.00";"10350.00";;;;"20%"
"'81634451";"221365702";"484044172";"2000000191416";"Режущий блок триммера Braun";"'27.5";"Braun";"Готов к продаже";"21";"'4.00";"Показывается";;"2022-01-31 13:54:45";"Аксессуары для электроники";"'0.06";"'0.1";"0";"0";"0";"0";"0";"0";"3540.00";"4980.00";;;;"20%"
"'Б0055563";"224976198";"489976363";"4210201319856";"Насадки для электрической зубной щетки Oral-B iO Ultimate Clean Black 4 шт";"'62.5";"Oral-B";"Продается";"87";"'5.00";"Показывается";;"2022-02-08 08:05:11";"Аксессуары для электроники";"'0.67";"'0.1";"5";"0";"0";"100";"100";"0";"3375.00";"4740.00";;;;"20%"
"'Б0055562";"224976199";"489998670";"4210201319818";"Насадки для электрической зубной щетки Oral-B iO Ultimate Clean White 4 шт";"'62.5";"Oral-B";"Продается";"87";"'5.00";"Показывается";;"2022-02-08 08:05:11";"Аксессуары для электроники";"'0.39";"'0.1";"3";"0";"0";"0";"0";"0";"3375.00";"4740.00";;;;"20%"
"'81719648";"225288862";"490520959";"2000000192154";"Эпилирующая головка для эпилятора Braun SE9 Flex";"'35";"Braun";"Готов к продаже";"8";"'5.00";"Показывается";;"2022-02-08 14:43:18";"Косметическая техника";"'0.34";"'0.1";"0";"0";"0";"0";"0";"0";"8070.00";"11520.00";;;;"20%"
"'81555551";"225298681";"490555202";"2000000190006";"Насадка на эпилирующую головку для эпилятора Braun";"'40";"Braun";"Продается";"5";"'5.00";"Показывается";;"2022-02-08 14:57:47";"Косметическая техника";"'0.86";"'0.2";"0";"0";"0";"2";"0";"0";"1535.00";"2250.00";;;;"20%"
"'7312874309";"225321235";"490566494";"2000000191430";"Резервуар для воды для парогенератора Braun IS3041";"'32.5";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-02-08 15:47:26";"Аксессуары для электроники";"'3.38";"'0.7";"0";"0";"0";"5";"5";"0";"3365.00";"4600.00";;;;"20%"
"'Б0048638";"225945077";"491514957";"4210201266303";"Станция очистки и зарядки SmartCare 4 в 1 для бритв Braun Series 5, 6 и 7";"'25";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-02-09 14:10:09";"Аксессуары для электроники";"'2.29";"'0.8";"0";"0";"0";"3";"3";"0";"13220.00";"17620.00";;;;"20%"
"'7051423";"225950670";"491519476";"2000000190204";"Редуктор чаши ВС/СА 5000/6000 (1000/500 мл) для блендера (черный)";"'25";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-02-09 14:16:39";"Аксессуары для электроники";"'1.94";"'0.4";"0";"0";"0";"4";"0";"0";"2740.00";"3500.00";;;;"20%"
"'81719635";"225961336";"491555711";"2000000192130";"Бреющая головка для эпилятора Braun SE9 Flex";"'40";"Braun";"Продается";"8";"'5.00";"Показывается";;"2022-02-09 14:41:03";"Косметическая техника";"'1.68";"'0.3";"2";"0";"0";"8";"8";"0";"5835.00";"7670.00";;;;"20%"
"'81387932";"225971086";"799709023";"4210201072614";"Сетка и режущий блок 10B/20B для электробритв Braun Series 1";"'30";"Braun";"Продается";"4";"'5.00";"Показывается";;"2022-02-09 14:57:27";"Аксессуары для электроники";"'0.64";"'0.1";"9";"0";"0";"1";"1";"0";"3355.00";"5390.00";;;;"20%"
"'5512812201";"225976457";"491572197";"2000000192789";"Резервуар для воды для парогенератора Braun IS5145WH";"'10";"Braun";"Готов к продаже";"2";"'0.00";"Показывается";;"2022-02-09 15:15:42";"Аксессуары для электроники";"'7.50";"'1.5";"0";"0";"0";"0";"0";"0";"4010.00";"5800.00";;;;"20%"
"'81719570";"227360331";"493462742";"2000000192796";"Футляр для зубной щетки Oral B D501/D601 черный";"'25";"Oral-B";"Продается";"1";"'0.00";"Показывается";;"2022-02-11 09:04:04";"Аксессуары для электроники";"'0.81";"'0.5";"1";"0";"0";"0";"0";"0";"2510.00";"3490.00";;;;"20%"
"'Б0052957";"231049101";"498398338";"4210201395553";"Набор электрических зубных щеток Oral-B Pro 3 3900 Duo, 2 щетки с визуальным датчиком давления, 2 насадки, Черная и Белая";"'100";"Oral-B";"Продается";"20";"'2.60";"Показывается";;"2022-02-16 11:49:56";"Электронные товары для красоты и здоровья";"'4.08";"'0.8";"3";"0";"0";"86";"86";"0";"10610.00";"15830.00";;;;"20%"
"'Б0053499";"237621734";"508496779";"4210201394792";"Сетка и режущий блок 94M для электробритв Braun Series 9 и 9 Pro";"'82.5";"Braun";"Продается";"241";"'4.80";"Показывается";;"2022-02-25 10:03:54";"Аксессуары для электроники";"'0.38";"'0.1";"1";"0";"0";"81";"81";"0";"10800.00";"17130.00";;;;"20%"
"'Б0052947";"239941483";"512095750";"4210201363187";"Электрическая зубная щетка Oral-B iO 7 Black Onyx";"'75";"Oral-B";"Готов к продаже";"44";"'4.70";"Показывается";;"2022-03-02 11:29:25";"Электронные товары для красоты и здоровья";"'4.68";"'0.9";"0";"0";"0";"0";"0";"0";"29650.00";"44990.00";;;;"20%"
"'Б0054552";"239946916";"512098556";"4210201378396";"Электрическая зубная щетка Oral-B iO 6 Grey Opal, 5 режимов, с датчиком давления";"'87.5";"Oral-B";"Готов к продаже";"3";"'5.00";"Показывается";;"2022-03-02 11:39:18";"Электронные товары для красоты и здоровья";"'4.25";"'0.9";"0";"0";"0";"0";"0";"0";"23320.00";"36990.00";;;;"20%"
"'7312880649";"240741647";"513378309";"2000000190938";"Резервуар для воды парогенератора Braun IS3022, IS3042, IS3044";"'25";"Braun";"Готов к продаже";"3";"'0.00";"Показывается";;"2022-03-03 11:24:52";"Аксессуары для электроники";"'7.50";"'1.5";"0";"0";"0";"0";"0";"0";"3425.00";"4680.00";;;;"20%"
"'81577243";"240753223";"513394129";"2000000190297";"Блок питания Smart 12V для эпилятора Braun";"'62.5";"Braun";"Продается";"4";"'5.00";"Показывается";;"2022-03-03 11:40:25";"Аксессуары для электроники";"'0.25";"'0.1";"0";"0";"0";"3";"3";"0";"4440.00";"5830.00";;;;"20%"
"'81634450";"240760012";"513408510";"2000000190433";"Блок питания 2.3V для триммеров Braun";"'45";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-03-03 11:50:13";"Аксессуары для электроники";"'0.25";"'0.1";"0";"0";"0";"3";"3";"0";"3920.00";"5390.00";;;;"20%"
"'81483400/81577235";"240764678";"513421729";"2000000190457";"Блок питания со шнуром 12V для бритв Braun";"'50";"Braun";"Продается";"6";"'5.00";"Показывается";;"2022-03-03 11:54:14";"Аксессуары для электроники";"'0.25";"'0.1";"3";"0";"0";"7";"7";"0";"4390.00";"6350.00";;;;"20%"
"'AS00000851";"240791425";"513452661";"2000000192321";"Редуктор чаши для блендера BRAUN MQ91xx 500 мл.";"'85";"Braun";"Продается";"0";"'0.00";"Показывается";;"2022-03-03 12:44:36";"Аксессуары для электроники";"'1.94";"'0.4";"1";"0";"0";"0";"0";"0";"2990.00";"4090.00";;;;"20%"
"'67030931/81577251";"240793109";"513459813";"2000000190280";"Блок питания 12V для эпиляторов Braun / белый";"'62.5";"Braun";"Продается";"1";"'5.00";"Показывается";;"2022-03-03 12:49:23";"Аксессуары для электроники";"'0.90";"'0.2";"0";"0";"0";"2";"2";"0";"4120.00";"5960.00";;;;"20%"
"'81719652";"240813364";"513496147";"2000000192185";"Насадка на эпилирующую головку эпилятора Braun SE9 Flex";"'40";"Braun";"Готов к продаже";"0";"'0.00";"Показывается";;"2022-03-03 13:32:02";"Косметическая техника";"'0.06";"'0.1";"0";"0";"0";"0";"0";"0";"1645.00";"2180.00";;;;"20%"
"'Б0053020";"247881052";"525008384";"4210201396888";"Электрическая зубная щетка Oral-B Genius X 20000 Midnight black D706.513.6, черная. 1 насадка для зубной щетки Oral-B в комплекте";"'100";"Oral-B";"Продается";"3";"'0.00";"Показывается";;"2022-03-17 10:33:28";"Электронные товары для красоты и здоровья";"'1.65";"'0.4";"1";"0";"0";"47";"47";"0";"9810.00";"14210.00";;;;"20%"
"'Б0057092";"310973766";"622335297";"4210201423584";"Эпилятор Braun Silk-epil 5 5-516, сухая/влажная эпиляция, подсветка SmartLight, розовый";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2022-06-21 10:18:41";"Косметическая техника";"'0.97";"'0.5";"1";"0";"0";"0";"0";"0";"12080.00";"17000.00";;;;"20%"
"'Б0057090";"310973767";"622333234";"4210201423522";"Эпилятор Braun Silk-epil 3 3-176, для сухой эпиляции, с подсветкой SmartLight, розовый";"'92.5";"Braun";"Продается";"179";"'4.60";"Показывается";;"2022-06-21 10:18:41";"Косметическая техника";"'1.01";"'0.4";"15";"0";"0";"0";"0";"0";"6160.00";"8790.00";;;;"20%"
"'Б0057132";"310973768";"622333702";"4210201426639";"Эпилятор Braun Silk-epil 5 5-605, для сухой и влажной эпиляции, 3 насадки, белый/голубой";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2022-06-21 10:18:41";"Косметическая техника";"'2.52";"'0.5";"14";"0";"0";"0";"0";"0";"14990.00";"20250.00";;;;"20%"
"'Б0057093";"310973769";"622341153";"4210201426714";"Эпилятор Braun Silk-epil 9 9-705, для сухой и влажной эпиляции, с 2 насадками, белый";"'75";"Braun";"Продается";"343";"'4.90";"Показывается";;"2022-06-21 10:18:41";"Косметическая техника";"'2.52";"'0.5";"7";"0";"0";"10";"10";"0";"24480.00";"33520.00";;;;"20%"
"'4210201319290";"390576852";"755299193";"4210201319290";"Электрическая зубная щетка Oral-B Pro 750 D16.513.UX c футляром для путешествий Design Edition чёрная";"'92.5";"Oral-B";"Продается";"54";"'4.30";"Показывается";;"2022-10-20 12:01:47";"Электронные товары для красоты и здоровья";"'5.15";"'1.0";"3";"0";"0";"0";"0";"0";"8055.00";"11840.00";;;;"20%"
"'4210201354772";"390606651";"755353176";"4210201354772";"Насадки для электрической зубной щетки Oral-B Cross Action EB 50-8, насадки средней жесткости для ежедневной чистки";"'100";"Oral-B";"Продается";"18";"'5.00";"Показывается";;"2022-10-20 12:52:20";"Аксессуары для электроники";"'0.94";"'0.2";"3";"0";"1";"0";"0";"0";"4820.00";"6500.00";;;;"20%"
"'4210201385233";"392544341";"758922296";"4210201385233";"Насадки для электрической зубной щетки Oral-B Kids Холодное сердце Frozen ll EB10S, мягкие насадки для деликатной чистки";"'70";"Oral-B";"Продается";"33";"'5.00";"Показывается";;"2022-10-24 08:35:23";"Аксессуары для электроники";"'0.26";"'0.1";"3";"0";"0";"0";"0";"0";"3680.00";"4770.00";;;;"20%"
